id,track,release_date,duration_sec,spotify_url,name,description
0VpyIy8Srg5IKQdRAbDDH1,1,2016-05-15,3990.073,https://open.spotify.com/episode/0VpyIy8Srg5IKQdRAbDDH1,Aufbau West,"Fest & Flauschig - Die GANZ ANDERE Sendung mit Böhmi und Schulzi. Jetzt keine Handpuppen mehr, sondern freie Menschen im Internet. Garantiert laktosefreie Inkontinenz und Stammtischparolen 2.0"
4hVDAFkAJD2Nn4ymJ8BXnx,2,2016-05-22,3991.04,https://open.spotify.com/episode/4hVDAFkAJD2Nn4ymJ8BXnx,Alkohol im Showgeschäft,"Der neue Podcast von Jan Böhmermann und Olli Schulz. Intensive Gedanken über den Lebensentwurf von Tim Wiese, die Gürtelrose von Sigmar Gabriel und die Libido ab 35."
3BROfvQrhLMeUjmhN7728q,3,2016-05-29,4537.182,https://open.spotify.com/episode/3BROfvQrhLMeUjmhN7728q,The Big Empty,Fest & Flauschig - der immer noch neue sexuelle Podcast von Jan Böhmermann und Olli Schulz. Wie man Kuchen verpacken sollte und warum die RAF out und anstrengend ist.
2tdgvoReMzIoOAxRL9W3V4,4,2016-06-05,4951.954,https://open.spotify.com/episode/2tdgvoReMzIoOAxRL9W3V4,Weltkrieg für Einsteiger,Fest & Flauschig - mit Tipps für den nächsten Weltkrieg von Apokalyptiker Jan Böhmermann und Eukalyptiker Olli Schulz.
2LCKANr9pxMaCirs6KCmET,5,2016-06-12,5354.188,https://open.spotify.com/episode/2LCKANr9pxMaCirs6KCmET,Demut und Vergebung,Fest & Flauschig - mit den Stimmen der Vernunft Jan Böhmermann und Olli Schulz. Sie sind auf der Suche nach Frieden und Soulfood. Und ein Gast ist auch noch da: Musiker und Bestsellerautor Thees Uhlmann.
4VGGH5YoSFzfJ6kXcvaQMh,6,2016-06-19,4336.091,https://open.spotify.com/episode/4VGGH5YoSFzfJ6kXcvaQMh,Spam,Fest & Flauschig - die Podcast-Elite Jan Böhmermann und Olli Schulz fragen sich: Was landet noch im Spamordner des Lebens außer Geschlechtskrankheiten und 3D-animierte Kinderserien?
7pNWEfC1KKGzxfUz89bkUI,7,2016-06-26,5211.35,https://open.spotify.com/episode/7pNWEfC1KKGzxfUz89bkUI,Paradiesische Verhältnisse,Ohne EM Fieber aber mit Tiefenentspannung aus Mallorca und dem Prenzlauer Berg! Fest und Flauschig mit Jan Böhmermann und Olli Schulz von der Trüffel-SS.
0gXYUsLxDeuQw8OEmypymL,8,2016-07-03,5595.664,https://open.spotify.com/episode/0gXYUsLxDeuQw8OEmypymL,Die Deutsche Sendung,"Jan Böhmermann und Olli Schulz mit einem deutschen Lebensgefühl. Nationale Identität durch Pimmelgags, Pizzaschmelz, und Tiefkühlprodukte."
4MCkWP4OdirTahsRi4Zw58,9,2016-07-06,2732.826,https://open.spotify.com/episode/4MCkWP4OdirTahsRi4Zw58,Bonusfolge: Böhmerland und Olliversum - die verlorene Sendung,"!!! Bonusfolge Fest und Flauschig !!! Die verlorene Sendung, die Atlantisfolge heute einfach mal umsonst und extra, weil Mitte der Woche ist."
0GcDzJIKgqquP5xbSeKxG5,10,2016-07-10,4091.063,https://open.spotify.com/episode/0GcDzJIKgqquP5xbSeKxG5,Die Geschichte der Menschheit,"Fest Und Flauschig mit Jan Böhmermann, dem besten Komiker im deutschsprachigen Raum und Polen und dem Singer und Songwriter Olli Schulz. Der malt übrigens auch Bilder für Zelte."
45rYUWHr4YexsmqH36cDbg,11,2016-07-17,4916.088,https://open.spotify.com/episode/45rYUWHr4YexsmqH36cDbg,Technischer Fortschritt,"Fest & Flauschig, der Podcast von Olli Schulz und Jan Böhmermann – beliebter als Christiano Ronaldo, Game of Thrones und Pokémon GO zusammen. "
7AbvE4XRyPFWq1k1DKB3mT,12,2016-07-24,4217.051,https://open.spotify.com/episode/7AbvE4XRyPFWq1k1DKB3mT,Datenvolumen des Lebens,"Fest und Flauschig - der Sommer Podcast mit Jan Böhmermann und Olli Schulz. Best of Poesiealbumsprüche, Sekt mit Capri-Eis und mega geheime Hamburg-Tipps"
1QmIfh5SveFDe5HZ3Qp2TR,13,2016-07-31,6973.336,https://open.spotify.com/episode/1QmIfh5SveFDe5HZ3Qp2TR,Das große Sommerfest,Fest und Flauschig - der mediterrane Podcast! Dieses Mal ein Volksvergnügen aus Hamburg mit Jan Böhmermann und Olli Schulz UND Top Gästen – OMG – Ina Müller und Heinz Strunk!!!
